DATASET,SERIES_CODE,OBS_MEASURE,COUNTRY,Country code,INDICATOR,TYPE_OF_TRANSFORMATION,FREQUENCY,SCALE,ER_2010,ER_2011,ER_2012,ER_2013,ER_2014,ER_2015,ER_2016,ER_2017,ER_2018,ER_2019,ER_2020,ER_2021,ER_2022,ER_2023,ER_2024,ER_2025
IMF.STA:ER(4.0.1),SRB.XDC_USD.PA_RT.A,OBS_VALUE,"Serbia, Republic of",SRB,Domestic currency per US Dollar,Period average,Annual,Units,77.72284167,73.35543333,87.95880833,85.15884167,88.40530833,108.811425,111.27785,107.75885,100.175075,105.2495583,103.1632917,99.39594167,111.6621833,108.4026917,108.2077417,
IMF.STA:ER(4.0.1),COL.XDC_USD.PA_RT.A,OBS_VALUE,Colombia,COL,Domestic currency per US Dollar,Period average,Annual,Units,1898.9975,1848.016667,1798.011667,1868.895,2001.105,2741.781667,3055.255,2951.486911,2955.70397,3281.622194,3693.275833,3744.244167,4256.194167,4325.955,4074.434167,
IMF.STA:ER(4.0.1),PRY.XDC_USD.PA_RT.A,OBS_VALUE,Paraguay,PRY,Domestic currency per US Dollar,Period average,Annual,Units,4758.430129,4193.802308,4421.659286,4303.882566,4462.185288,5204.920808,5670.540898,5618.933452,5732.104556,6240.722078,6771.097425,6774.162735,6982.752378,7288.872054,7560.247588,
IMF.STA:ER(4.0.1),HND.XDC_USD.PA_RT.A,OBS_VALUE,Honduras,HND,Domestic currency per US Dollar,Period average,Annual,Units,18.8951,18.91714167,19.50224951,20.35377917,20.98715833,21.945175,22.83501839,23.48708394,23.90272829,24.50853891,24.58188052,24.01665532,24.48587373,24.60164682,24.79928244,
IMF.STA:ER(4.0.1),CHL.XDC_USD.PA_RT.A,OBS_VALUE,Chile,CHL,Domestic currency per US Dollar,Period average,Annual,Units,510.2491667,483.6675,486.4713034,495.2728776,570.3482161,654.1240843,676.957736,648.8337926,641.2768131,702.8974226,792.7272061,758.9553787,873.3141895,840.0665267,943.5721674,
IMF.STA:ER(4.0.1),AND.XDC_USD.PA_RT.A,OBS_VALUE,"Andorra, Principality of",AND,Domestic currency per US Dollar,Period average,Annual,Units,0,0,0,0,0,0,0,0,0,,,0.845376564,0.950915534,0.924709623,0.924367447,
IMF.STA:ER(4.0.1),MKD.XDC_USD.PA_RT.A,OBS_VALUE,"North Macedonia, Republic of",MKD,Domestic currency per US Dollar,Period average,Annual,Units,46.48539167,44.230825,47.89025,46.39534167,46.43713083,55.537075,55.731725,54.66545833,52.10710833,54.9472,54.144325,52.10215833,58.57439167,56.94719167,56.87263333,
IMF.STA:ER(4.0.1),TUV.XDC_USD.PA_RT.A,OBS_VALUE,Tuvalu,TUV,Domestic currency per US Dollar,Period average,Annual,Units,1.090159486,0.969463201,0.965801031,1.035843097,1.109363293,1.331090262,1.345213976,1.304758077,1.338412146,1.438506544,1.453085118,1.33122426,1.441664459,1.505191066,1.515358039,
IMF.STA:ER(4.0.1),UGA.XDC_USD.PA_RT.A,OBS_VALUE,Uganda,UGA,Domestic currency per US Dollar,Period average,Annual,Units,2177.557507,2522.802033,2504.563078,2586.889569,2599.788201,3240.64542,3420.098007,3611.224458,3727.068995,3704.049072,3718.248923,3587.051707,3689.817386,3726.14046,3757.262535,
IMF.STA:ER(4.0.1),BGD.XDC_USD.PA_RT.A,OBS_VALUE,Bangladesh,BGD,Domestic currency per US Dollar,Period average,Annual,Units,69.64929167,74.1524,81.86265833,78.103235,77.64140833,77.94690833,78.46809167,80.43754167,83.46620192,84.4535225,84.87139167,85.08376325,91.74545444,106.3094843,115.6036538,
IMF.STA:ER(4.0.1),TON.XDC_USD.PA_RT.A,OBS_VALUE,Tonga,TON,Domestic currency per US Dollar,Period average,Annual,Units,1.905987842,1.72895071,1.719507016,1.773713119,1.846773685,2.105763257,2.215661104,2.205972697,2.236571476,2.28948563,2.299561508,2.264959601,2.327929827,2.363698818,2.373041574,
IMF.STA:ER(4.0.1),VUT.XDC_USD.PA_RT.A,OBS_VALUE,Vanuatu,VUT,Domestic currency per US Dollar,Period average,Annual,Units,96.90583333,89.46916667,92.6375,94.5425,97.07166667,108.9891667,108.475,107.8208333,110.165,114.7325,115.38,109.4525,115.3539167,119.1125,119.1666667,
IMF.STA:ER(4.0.1),LBN.XDC_USD.PA_RT.A,OBS_VALUE,Lebanon,LBN,Domestic currency per US Dollar,Period average,Annual,Units,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,13875.625,89500,
IMF.STA:ER(4.0.1),KGZ.XDC_USD.PA_RT.A,OBS_VALUE,Kyrgyz Republic,KGZ,Domestic currency per US Dollar,Period average,Annual,Units,45.9642614,46.14390132,47.00447914,48.43805901,53.65405831,64.46210827,69.91406583,68.86666786,68.84032033,69.78934918,77.3461127,84.64082201,84.11622257,87.85612559,87.15031264,
IMF.STA:ER(4.0.1),TZA.XDC_USD.PA_RT.A,OBS_VALUE,"Tanzania, United Republic of",TZA,Domestic currency per US Dollar,Period average,Annual,Units,1395.625,1557.433333,1571.698333,1597.555833,1653.230833,1991.390833,2177.086667,2228.856667,2263.781667,2288.206667,2294.146151,2297.764226,2303.033676,2383.042583,2597.900417,
IMF.STA:ER(4.0.1),SSD.XDC_USD.PA_RT.A,OBS_VALUE,"South Sudan, Republic of",SSD,Domestic currency per US Dollar,Period average,Annual,Units,0,2.98895,2.95,2.95,2.95,3.604166667,46.72916667,113.6475,141.3858333,157.9991667,165.9073167,306.3546199,534.5111887,930.3314295,2163.103873,
IMF.STA:ER(4.0.1),KHM.XDC_USD.PA_RT.A,OBS_VALUE,Cambodia,KHM,Domestic currency per US Dollar,Period average,Annual,Units,4184.916667,4058.5,4033,4027.25,4037.5,4067.75,4058.694579,4050.579986,4051.1669,4061.148963,4092.783219,4098.722795,4102.037865,4110.652746,4072.397239,
IMF.STA:ER(4.0.1),PNG.XDC_USD.PA_RT.A,OBS_VALUE,Papua New Guinea,PNG,Domestic currency per US Dollar,Period average,Annual,Units,2.719294167,2.370969949,2.083648339,2.24451,2.461385,2.768411667,3.133029302,3.188788383,3.293463081,3.387537681,3.459974386,3.50877193,3.519229705,3.589622749,3.852750268,
IMF.STA:ER(4.0.1),PER.XDC_USD.PA_RT.A,OBS_VALUE,Peru,PER,Domestic currency per US Dollar,Period average,Annual,Units,2.825125,2.7541,2.637586418,2.701899026,2.839044138,3.184439242,3.375061587,3.260488491,3.286602698,3.337265547,3.494941198,3.880554131,3.835181375,3.74382621,3.7525,
IMF.STA:ER(4.0.1),GMB.XDC_USD.PA_RT.A,OBS_VALUE,"Gambia, The",GMB,Domestic currency per US Dollar,Period average,Annual,Units,28.01195366,29.46152006,32.07713389,35.95758683,41.73296165,42.50620809,43.37252767,46.60890946,48.15178064,50.06246137,51.50166037,51.48444388,54.92346736,61.09633301,67.66123826,
IMF.STA:ER(4.0.1),LAO.XDC_USD.PA_RT.A,OBS_VALUE,Lao People's Democratic Republic,LAO,Domestic currency per US Dollar,Period average,Annual,Units,8254.16303,8029.262555,8006.582032,7833.22999,8042.42157,8127.610598,8124.366756,8244.843189,8401.334766,8679.409093,9045.787834,9697.915789,14035.22669,17688.87359,20167.33138,
IMF.STA:ER(4.0.1),BDI.XDC_USD.PA_RT.A,OBS_VALUE,Burundi,BDI,Domestic currency per US Dollar,Period average,Annual,Units,1230.748333,1261.073333,1442.505625,1555.090833,1546.686667,1571.898333,1654.626667,1729.055,1782.876875,1845.622891,1915.046176,1975.950881,2034.306634,2574.051749,2885.245498,
IMF.STA:ER(4.0.1),GHA.XDC_USD.PA_RT.A,OBS_VALUE,Ghana,GHA,Domestic currency per US Dollar,Period average,Annual,Units,1.429983333,1.520625,1.824866667,1.98135,2.896575,3.714641667,3.909816667,4.350533333,4.585325,5.217366667,5.595708333,5.8057,8.2724,11.02040833,14.182145,
IMF.STA:ER(4.0.1),LIE.XDC_USD.PA_RT.A,OBS_VALUE,"Liechtenstein, Principality of",LIE,Domestic currency per US Dollar,Period average,Annual,Units,1.042905646,0.888042028,0.937684481,0.926903548,0.916151047,0.962381328,0.985394394,0.984691667,0.977891667,0.993709167,0.938965,0.913845833,0.9548325,0.89849,0.880440833,
IMF.STA:ER(4.0.1),STP.XDC_USD.PA_RT.A,OBS_VALUE,"São Tomé and Príncipe, Democratic Republic of",STP,Domestic currency per US Dollar,Period average,Annual,Units,18.49860132,17.62293501,19.06841681,18.44995262,18.46640305,22.09064456,22.14886063,21.74113836,20.75085924,21.88474182,21.5070591,20.71040152,23.29040395,22.65842479,22.64300989,
IMF.STA:ER(4.0.1),RUS.XDC_USD.PA_RT.A,OBS_VALUE,Russian Federation,RUS,Domestic currency per US Dollar,Period average,Annual,Units,30.36791534,29.38234137,30.83983135,31.83714364,38.37820714,60.93765011,67.05593333,58.34280119,62.66813333,64.73765833,72.10490833,73.65435,68.48494167,85.16200833,92.5524,
IMF.STA:ER(4.0.1),SAU.XDC_USD.PA_RT.A,OBS_VALUE,Saudi Arabia,SAU,Domestic currency per US Dollar,Period average,Annual,Units,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,
